"2001","2002","6014007","14","8","103","7382","6145","-1237","-46120.039999999804"
"2001","2002","8012008","4","8","98","7586","6361","-1225","312.6699999999255"
"2001","2002","1004001","4","8","106","7910","6689","-1221","-89685.39999999997"
"2001","2002","8006008","6","8","120","6893","5679","-1214","-100738.13000000012"
"2001","2002","3002001","16","8","640","7685","6475","-1210","-35828.86000000028"
"2001","2002","8014002","14","8","171","7571","6362","-1209","-71454.46999999977"
"2001","2002","8013006","13","8","7","8548","7350","-1198","-36632.94999999966"
"2001","2002","8010008","10","8","347","8042","6848","-1194","-31412.88999999984"
"2001","2002","5003001","3","8","262","6790","5603","-1187","-78277.96000000011"
"2001","2002","8015010","15","8","702","7345","6160","-1185","-7916.200000000303"
"2001","2002","8010010","10","8","872","7244","6066","-1178","-53230.83000000025"
"2001","2002","8009006","2","8","70","7657","6480","-1177","-77521.85000000006"
"2001","2002","7011003","10","8","234","7591","6417","-1174","-35414.969999999856"
"2001","2002","8003004","4","8","163","7459","6289","-1170","5327.980000000098"
